term,sage,freq
enjoyment,1.81091929578,1535
grandson,1.80947573713,52
yonger,1.77945887102,57
aging,1.77770177954,34
grandchild,1.77325925174,116
olders,1.77011472445,173
stamen,1.76473356931,49
enjoyement,1.74419623204,41
enjoy,1.74376818653,17138
retired,1.73912581823,24
enjoying,1.73772773922,39
enjoing,1.73278574612,67
responsabilities,1.7253839167,203
retire,1.72034360376,331
old,1.71570609778,19266
energitic,1.71392161552,46
carefree,1.69895720367,42
morrie,1.69481456523,18
rafting,1.69481456523,18
retirement,1.69339787137,132
older,1.69171432461,29
disco,1.69010693702,152
scuba,1.67235946771,16
enjoys,1.67235946771,16
olde,1.67235946771,16
youngness,1.67235946771,16
diving,1.6723493281,67
joyful,1.66473388912,94
hormone,1.66269669049,25
65,1.66269669049,25
sorrow,1.64499098421,41
joy,1.6439002311,487
youthful,1.64313077979,14
phsical,1.64313077979,14
parachute,1.64313077979,14
retirment,1.64313077979,14
activeness,1.64313077979,14
bungee,1.63325823605,39
responsiblities,1.62939906297,30
partying,1.62333417919,62
genration,1.6221411446,21
grand,1.6180124405,309
adulthood,1.61178576054,28
enjoyful,1.61178576054,28
enjoyably,1.60340887999,12
godot,1.60340887999,12
granddaughter,1.60340887999,12
ejoy,1.60340887999,12
climbing,1.59644782282,56
grandpa,1.5950955744,19
outdoors,1.5950955744,19
spouse,1.59132933423,26
youger,1.58779611308,40
jumping,1.58779611308,40
grandmother,1.57743770119,232
healthier,1.57368795443,195
tension,1.56924466178,172
stressfull,1.56726368577,24
adrenalin,1.56726368577,24
energetic,1.56509591309,236
trek,1.55552327055,36
grandfather,1.54939808969,212
unenjoyable,1.54596308531,10
younghood,1.54596308531,10
enyoing,1.54596308531,10
happly,1.54596308531,10
55,1.54596308531,10
snowboard,1.54596308531,10
seventies,1.54596308531,10
paragliding,1.54596308531,10
orthodox,1.54596308531,10
oldie,1.54596308531,10
enoy,1.54596308531,10
trecking,1.54596308531,10
enjoyng,1.54596308531,10
age,1.54410013868,4015
sadness,1.54154571229,53
yuong,1.53851099397,22
maturity,1.53366836043,118
dance,1.5308127372,320
enjoyable,1.52500270912,808
grandma,1.5243541759,27
outdoor,1.51965457005,44
joyness,1.51739333829,15
vigor,1.51739333829,15
youngers,1.50663835883,115
hapiness,1.50349781726,20
vigour,1.50349781726,20
diem,1.50349781726,20
lif,1.50349781726,20
carpe,1.50349781726,20
responsibilites,1.4981686355,47
hiking,1.4981686355,47
marriage,1.49114067851,89
physical,1.48552031958,753
teenage,1.48329471956,82
chess,1.47921012067,50
helth,1.46068130006,23
adolescence,1.46068130006,23
immature,1.45981506265,18
relish,1.45981506265,18
chronic,1.45819744372,13
innocence,1.45819744372,13
agility,1.45819744372,13
inactive,1.45819744372,13
76,1.45819744372,13
skating,1.45819744372,13
happiness,1.45622647446,583
intertament,1.45404213599,8
youthness,1.45404213599,8
para,1.45404213599,8
physicaly,1.45404213599,8
enjopy,1.45404213599,8
hapet,1.45404213599,8
imature,1.45404213599,8
pysically,1.45404213599,8
temperance,1.45404213599,8
enjoyfull,1.45404213599,8
oler,1.45404213599,8
sexually,1.45404213599,8
yearold,1.45404213599,8
enjoyer,1.45404213599,8
joyous,1.45404213599,8
anjoy,1.45404213599,8
pertner,1.45404213599,8
meditation,1.45404213599,8
hopefull,1.45404213599,8
rita,1.45404213599,8
mitch,1.45404213599,8
tranquil,1.45404213599,8
wiseness,1.45404213599,8
happier,1.45404213599,8
interessants,1.45404213599,8
blessed,1.45404213599,8
inexperience,1.45404213599,8
pessimist,1.45404213599,8
yourth,1.45404213599,8
yong,1.44602091898,147
married,1.4456465242,51
happyness,1.44365294111,46
cherish,1.44116036927,41
eighty,1.42767766253,26
physically,1.42290627634,167
marry,1.4080555692,153
zest,1.40352711323,16
expectancy,1.40147522813,29
intensity,1.40147522813,29
pension,1.39188880134,37
joyfull,1.38781018151,24
thrilling,1.38781018151,24
grandparent,1.38681850584,155
dancing,1.38211963081,74
party,1.38073871126,784
responsibilties,1.38017727387,32
mather,1.37274429441,11
teengers,1.37274429441,11
gig,1.37274429441,11
indoors,1.37274429441,11
endurance,1.37274429441,11
responsabilites,1.37274429441,11
enjoment,1.37274429441,11
snowboarding,1.37274429441,11
metabolism,1.37274429441,11
heath,1.36635188587,19
roller,1.36635188587,19
pub,1.36482953048,104
suicide,1.3625304621,35
fitness,1.36043973413,67
oldage,1.34472959265,30
sporting,1.33949491517,22
vitality,1.33949491517,22
cheerful,1.33949491517,22
lively,1.33499655886,41
aged,1.33499655886,41
calm,1.33498442383,87
tentions,1.3275587245,14
thirties,1.3275587245,14
experiances,1.3275587245,14
ailment,1.31921266446,25
shoulder,1.31908808297,66
pessimistic,1.31612140386,36
miserable,1.31612140386,36
health,1.30500608873,1291
enthusiasm,1.30145043533,169
rose,1.29901250862,17
loving,1.29901250862,17
personn,1.29901250862,17
seaside,1.29901250862,17
youn,1.29576489306,42
peaceful,1.29256660295,81
young,1.2910162519,26525
defination,1.29065705573,31
life,1.28607746711,28013
optimism,1.27941378065,20
resposibilities,1.27941378065,20
elderly,1.27489004529,349
mature,1.27475326981,245
fishing,1.27154300782,37
concert,1.27009233548,116
diable,1.27008728426,6
bracket,1.27008728426,6
olderpeople,1.27008728426,6
immunity,1.27008728426,6
conscies,1.27008728426,6
hapy,1.27008728426,6
elderness,1.27008728426,6
eldary,1.27008728426,6
adolencents,1.27008728426,6
achivers,1.27008728426,6
envoy,1.27008728426,6
mourning,1.27008728426,6
categorization,1.27008728426,6
inocence,1.27008728426,6
maitain,1.27008728426,6
mp4,1.27008728426,6
cheldren,1.27008728426,6
engry,1.27008728426,6
wonderland,1.27008728426,6
salf,1.27008728426,6
enjoiment,1.27008728426,6
responsebelty,1.27008728426,6
energish,1.27008728426,6
skydiving,1.27008728426,6
bunsai,1.27008728426,6
albom,1.27008728426,6
dating,1.27008728426,6
nightlife,1.27008728426,6
deferent,1.27008728426,6
bingo,1.27008728426,6
fulfilling,1.27008728426,6
wnjoy,1.27008728426,6
exuberance,1.27008728426,6
responebility,1.27008728426,6
activitites,1.27008728426,6
enjoyed,1.27008728426,6
sexuality,1.27008728426,6
vaction,1.27008728426,6
crazily,1.27008728426,6
leisurely,1.27008728426,6
categorise,1.27008728426,6
bungy,1.27008728426,6
genaration,1.27008728426,6
avaliability,1.27008728426,6
depressive,1.27008728426,6
buddy,1.27008728426,6
wheelchair,1.27008728426,6
homestay,1.27008728426,6
bunge,1.27008728426,6
allcases,1.27008728426,6
oldpeople,1.27008728426,6
attent,1.27008728426,6
87,1.27008728426,6
nostalgic,1.27008728426,6
pariends,1.27008728426,6
mischief,1.27008728426,6
glide,1.27008728426,6
grandfarther,1.27008728426,6
wakeup,1.27008728426,6
enyoj,1.27008728426,6
golf,1.26966878511,85
depressed,1.26875171344,54
75,1.26515252315,23
burden,1.2603463944,182
sport,1.25956577378,1386
skiing,1.25786582585,43
mental,1.25631857217,228
extrem,1.2543212761,26
percieve,1.2543212761,26
35,1.23897528787,32
hardship,1.23746942699,81
sportive,1.23333667838,9
pention,1.23333667838,9
hangout,1.23333667838,9
golfing,1.23333667838,9
vein,1.23333667838,9
reponsabilities,1.23333667838,9
physiological,1.23333667838,9
merry,1.23333667838,9
ap,1.23333667838,9
skydive,1.23333667838,9
stroll,1.23333667838,9
evre,1.23333667838,9
stimulating,1.23333667838,9
genarally,1.23333667838,9
engoy,1.23333667838,9
enjot,1.23333667838,9
soothe,1.23333667838,9
endow,1.23333667838,9
restraint,1.23333667838,9
indulge,1.23317790638,87
entertain,1.23315486255,113
rock,1.23124876078,90
elder,1.23060140397,417
yound,1.22863507542,38
death,1.22369694712,291
zeal,1.22364561257,73
worry,1.21963798921,895
picnic,1.21821505514,47
seldomly,1.21693660722,12
reponsibility,1.21693660722,12
coaster,1.21693660722,12
unhappiness,1.21693660722,12
youngesters,1.21693660722,12
enyoy,1.21693660722,12
senility,1.21693660722,12
neet,1.21693660722,12
lad,1.21693660722,12
responsibility,1.21021865026,968
bowling,1.20775751826,15
youngs,1.20775751826,15
intensively,1.20775751826,15
sentimental,1.20775751826,15
fun,1.20731570879,2054
pleasure,1.20483826818,480
girlfriend,1.20360016755,71
skate,1.20191368986,18
