term,sage,freq
risk,1.7695162798,13232
successful,1.75064317347,10335
seccess,1.7385826468,38
mittal,1.73396692912,36
gates,1.7276012906,334
ambani,1.72449250913,74
sucessful,1.72351451215,320
riks,1.716375825,30
unsuccessful,1.71115070279,138
columbus,1.70931944047,64
dhirubhai,1.70880977388,28
radium,1.70005773401,26
successed,1.69244532712,118
edison,1.67956379726,164
coward,1.67766286573,22
brave,1.67295792498,238
steve,1.670662291,61
windows,1.66574739739,72
newthings,1.66300592718,20
success,1.65206120659,5126
courage,1.64961802018,276
founder,1.64612932716,64
christopher,1.6449705963,18
calculated,1.64250665148,29
risky,1.64150743379,532
microsoft,1.63917997932,194
taker,1.63638943164,115
daring,1.62899267764,27
reliance,1.62523868969,47
sucess,1.6249797697,262
succeessful,1.6222152385,16
buissness,1.6222152385,16
brothers,1.6222152385,16
vista,1.6222152385,16
unsucessful,1.6222152385,16
jobs,1.62079709744,56
succesful,1.61846321072,799
succeded,1.61328099848,83
riskes,1.61323868081,25
thomas,1.61176026255,92
failure,1.60972204251,519
succed,1.60504580947,238
samsung,1.60404869444,61
sucessfull,1.59602559039,41
succeful,1.59602559039,41
attitud,1.59256003587,14
ichiro,1.59256003587,14
eddison,1.59256003587,14
successfulness,1.59256003587,14
succussful,1.59256003587,14
einstain,1.59256003587,14
successsful,1.59256003587,14
rivel,1.59256003587,14
beeper,1.59256003587,14
established,1.59256003587,14
gamble,1.58422665517,39
successfull,1.57971543607,555
succes,1.57325714235,224
seccessful,1.57229078934,21
succeed,1.56353852996,1388
bulb,1.55261170902,102
proyect,1.55218304244,12
rossi,1.55218304244,12
suceess,1.55218304244,12
experties,1.55218304244,12
liz,1.55218304244,12
risktakers,1.55218304244,12
lincon,1.55218304244,12
colombo,1.55218304244,12
tryout,1.55218304244,12
enstein,1.55218304244,12
risks,1.55218304244,12
bill,1.54808866588,484
challenger,1.54495201819,19
challege,1.54171208202,26
alva,1.54171208202,26
dare,1.54161286313,235
trial,1.53680549871,61
dos,1.51065893266,17
chairman,1.4995360269,29
unconventional,1.4995360269,29
mahatma,1.49504256626,41
nwe,1.49360193046,10
howard,1.49360193046,10
gambling,1.49360193046,10
vertues,1.49360193046,10
nicolas,1.49360193046,10
rick,1.49360193046,10
ratan,1.49360193046,10
pixar,1.49360193046,10
hee,1.49360193046,10
gambler,1.49360193046,10
succeess,1.49360193046,10
expariment,1.49360193046,10
missile,1.49360193046,10
xp,1.49360193046,10
arcelor,1.49360193046,10
watt,1.49360193046,10
enterpreneur,1.49360193046,10
braveness,1.49360193046,10
rsiks,1.49360193046,10
succeid,1.49360193046,10
busisness,1.49360193046,10
tyra,1.49360193046,10
armstrong,1.49360193046,10
taks,1.49360193046,10
succcessful,1.49360193046,10
tesla,1.48840674099,22
venture,1.47841295133,157
luck,1.46720420246,175
succsess,1.46623223544,15
franchise,1.46623223544,15
succsessful,1.46623223544,15
medal,1.46623223544,15
suceed,1.46459324839,83
gate,1.45928688159,93
thigs,1.45829002585,37
curie,1.45301694874,20
bussines,1.45038895089,69
entrepreneur,1.4490392162,47
taking,1.44576622289,52
inventor,1.44516209975,165
challanges,1.44014203296,30
pioneer,1.43010162233,50
achievments,1.41029491077,23
swimmer,1.41029491077,23
odds,1.4087915102,18
comedian,1.40603595388,13
marie,1.40603595388,13
successul,1.40603595388,13
averse,1.40603595388,13
unsuccesful,1.40603595388,13
singl,1.39924310622,8
toast,1.39924310622,8
monoton,1.39924310622,8
golfer,1.39924310622,8
cristoforo,1.39924310622,8
gayagum,1.39924310622,8
chanllge,1.39924310622,8
lcd,1.39924310622,8
boxer,1.39924310622,8
suceesful,1.39924310622,8
hairstyle,1.39924310622,8
expiriance,1.39924310622,8
integrat,1.39924310622,8
hatch,1.39924310622,8
prouduct,1.39924310622,8
vegetarian,1.39924310622,8
birla,1.39924310622,8
jyp,1.39924310622,8
freestyle,1.39924310622,8
banks,1.39924310622,8
suetsugu,1.39924310622,8
flute,1.39924310622,8
buisnessman,1.39924310622,8
businesman,1.39924310622,8
babbage,1.39924310622,8
athletics,1.39924310622,8
gogh,1.39924310622,8
succcesful,1.39924310622,8
riske,1.39924310622,8
failiure,1.39924310622,8
laxmi,1.39924310622,8
reinvent,1.39924310622,8
bussinessman,1.39924310622,8
risktaking,1.39924310622,8
successuful,1.39924310622,8
faraday,1.39924310622,8
employe,1.39924310622,8
stepping,1.39924310622,8
olympics,1.39924310622,8
bajaj,1.39924310622,8
batsman,1.39924310622,8
walt,1.39924310622,8
silvio,1.39924310622,8
roger,1.39924310622,8
choreograph,1.39924310622,8
youtube,1.39924310622,8
immanual,1.39924310622,8
kalpana,1.39924310622,8
warren,1.39924310622,8
exapariment,1.39924310622,8
censor,1.39924310622,8
breave,1.39924310622,8
victory,1.39821155936,56
afraid,1.39210031658,472
trump,1.38377013988,31
gandhi,1.3784992299,72
unexplored,1.3773936857,26
graham,1.36779212591,21
spice,1.36779212591,21
faith,1.36521341151,70
fail,1.36461455726,993
genious,1.36111703464,34
courageous,1.36111703464,34
try,1.35763706028,14114
anil,1.35165758552,16
infosys,1.35165758552,16
climber,1.35165758552,16
casino,1.35129395032,29
innovate,1.35103067344,107
succession,1.33710869355,24
tring,1.33587248843,87
hardwork,1.33587248843,87
fame,1.33565398206,171
affraid,1.33225560603,53
buisiness,1.33009518795,32
restaurent,1.33009518795,32
already,1.32948199012,4300
tycoon,1.31864884619,11
auther,1.31864884619,11
buffet,1.31864884619,11
colombus,1.31864884619,11
experincing,1.31864884619,11
einstine,1.31864884619,11
lincoln,1.31864884619,11
chanel,1.31864884619,11
bravery,1.31477863885,19
stagnant,1.31477863885,19
tendulkar,1.31477863885,19
explorer,1.31477863885,19
league,1.31477863885,19
ceo,1.31122262198,75
succesfull,1.29927931544,191
wright,1.29634243406,73
novelty,1.29432519981,30
bell,1.29236984957,57
steel,1.28053142685,71
faliure,1.27419900104,14
canadian,1.27419900104,14
computers,1.27419900104,14
slavery,1.27419900104,14
succssful,1.27419900104,14
monotony,1.27419900104,14
abraham,1.27419900104,14
bakery,1.27419900104,14
new,1.26971154228,20358
rutine,1.26815733819,25
egg,1.26596783373,36
determination,1.26336400455,80
confidence,1.26262851439,407
operating,1.2525291047,28
gut,1.24627827444,17
bet,1.24063801274,70
google,1.23665701683,59
businessman,1.2325161351,174
pizza,1.23208102868,104
maxim,1.22719190077,20
sachin,1.22719190077,20
ataturk,1.22719190077,20
acomplish,1.22719190077,20
avenue,1.22121095272,37
aeroplane,1.20660852375,100
lamb,1.20607464005,6
charenge,1.20607464005,6
theriself,1.20607464005,6
compeditors,1.20607464005,6
federer,1.20607464005,6
falier,1.20607464005,6
eroplanes,1.20607464005,6
billgate,1.20607464005,6
murthy,1.20607464005,6
transplantation,1.20607464005,6
ravenna,1.20607464005,6
1941,1.20607464005,6
athlets,1.20607464005,6
yin,1.20607464005,6
lance,1.20607464005,6
f1,1.20607464005,6
successor,1.20607464005,6
wheth,1.20607464005,6
zhang,1.20607464005,6
couragous,1.20607464005,6
sucessors,1.20607464005,6
alrealy,1.20607464005,6
coco,1.20607464005,6
fearless,1.20607464005,6
broker,1.20607464005,6
buisnees,1.20607464005,6
lemonaide,1.20607464005,6
daisy,1.20607464005,6
drawnings,1.20607464005,6
risker,1.20607464005,6
destinity,1.20607464005,6
nokia,1.20607464005,6
trz,1.20607464005,6
buinsess,1.20607464005,6
aldo,1.20607464005,6
bankrupty,1.20607464005,6
presdent,1.20607464005,6
chewing,1.20607464005,6
hughes,1.20607464005,6
scottish,1.20607464005,6
careear,1.20607464005,6
sock,1.20607464005,6
engineur,1.20607464005,6
sussessful,1.20607464005,6
trumph,1.20607464005,6
tryies,1.20607464005,6
stelios,1.20607464005,6
bigining,1.20607464005,6
calligraphy,1.20607464005,6
unorthodox,1.20607464005,6
corsa,1.20607464005,6
cmos,1.20607464005,6
truthly,1.20607464005,6
clone,1.20607464005,6
westinghouse,1.20607464005,6
uefa,1.20607464005,6
galatasaray,1.20607464005,6
sales,1.20607464005,6
calmy,1.20607464005,6
franchising,1.20607464005,6
encarage,1.20607464005,6
faild,1.20607464005,6
pescara,1.20607464005,6
ronald,1.20607464005,6
grahambell,1.20607464005,6
clark,1.20607464005,6
knowlegment,1.20607464005,6
chawla,1.20607464005,6
succeds,1.20607464005,6
kinf,1.20607464005,6
uncalculated,1.20607464005,6
lobster,1.20607464005,6
deveploment,1.20607464005,6
antibiotic,1.20607464005,6
worthed,1.20607464005,6
tellphone,1.20607464005,6
schumacher,1.20607464005,6
succefull,1.20607464005,6
flim,1.20607464005,6
colon,1.20607464005,6
riskly,1.20607464005,6
selfconfidence,1.20607464005,6
applause,1.20607464005,6
gilgamesh,1.20607464005,6
investegate,1.20607464005,6
millionares,1.20607464005,6
mannar,1.20607464005,6
faught,1.20607464005,6
governer,1.20607464005,6
ghates,1.20607464005,6
gana,1.20607464005,6
emprise,1.20607464005,6
gladiator,1.20607464005,6
harpist,1.20607464005,6
alexander,1.20286621211,26
innovative,1.19957608295,378
glory,1.19465656595,29
singer,1.19286118875,121
lee,1.18263805329,35
challange,1.18263805329,35
champion,1.18263805329,35
neil,1.17399274856,9
picasso,1.17399274856,9
louisiana,1.17399274856,9
redo,1.17399274856,9
ki,1.17399274856,9
enterprising,1.17399274856,9
trodden,1.17399274856,9
audacious,1.17399274856,9
steven,1.17399274856,9
stationary,1.17399274856,9
risc,1.17399274856,9
madam,1.17399274856,9
confidance,1.17399274856,9
bisiness,1.17399274856,9
bypass,1.17399274856,9
adventrous,1.17399274856,9
bhai,1.17399274856,9
suceeded,1.17399274856,9
mickey,1.17399274856,9
eassy,1.17399274856,9
challenge,1.16962666377,934
territory,1.1656070631,50
billgates,1.16030188176,12
thinghs,1.16030188176,12
sucsessful,1.16030188176,12
succesed,1.16030188176,12
rubber,1.16030188176,12
decition,1.16030188176,12
footstep,1.16030188176,12
bos,1.154785439,180
bussiness,1.15435968484,239
resign,1.1528095814,15
lottery,1.1528095814,15
canon,1.1528095814,15
defence,1.14810186115,18
stagnate,1.14810186115,18
desition,1.14810186115,18
win,1.14803665297,533
known,1.14800311159,166
martin,1.1448757552,21
take,1.14421784141,16679
renew,1.14074783997,27
stock,1.13946463434,158
michael,1.13934937214,30
disney,1.13934937214,30
perseverance,1.13934937214,30
upgrade,1.13822287434,33
alredy,1.1358622222,42
mr,1.13399198012,54
scar,1.13399198012,54
ambitious,1.13121948663,96
business,1.11540345313,2414
fortune,1.11296639783,82
moon,1.09559108544,86
ibm,1.09356375092,37
imaginative,1.09356375092,37
scare,1.09356375092,37
