term,sage,freq
tour,2.15540388863,9574
guide,2.15520684026,10181
guid,2.13784420994,149
tourist,2.12434452463,707
guider,2.11454138289,52
tourguide,2.11228508296,50
traveler,2.1101434128,279
traveller,2.0923112743,190
gide,2.0778461197,53
atour,2.07317217753,30
traveld,2.07317217753,30
touring,2.07023416115,49
sightseeing,2.06894690436,68
itinerary,2.06594097823,47
giude,2.05811232852,26
agroup,2.05531447095,60
alon,2.03748153087,37
gruop,2.02982642711,35
toure,2.02415033408,20
traveling,2.02316773652,169
tavel,2.02123618961,33
visitor,2.01831028445,98
goup,2.01152733261,31
trip,2.00564233179,3243
tripe,1.98717147319,16
schedual,1.98717147319,16
backpack,1.98717147319,16
leding,1.98717147319,16
tuor,1.98717147319,16
travel,1.98263330377,13632
group,1.977803353,7945
monument,1.97570511615,87
menber,1.96058932135,14
schdule,1.96058932135,14
passport,1.96058932135,14
hangzhou,1.96058932135,14
louvre,1.95553834372,23
visit,1.9468064352,2553
museum,1.94479489956,244
travling,1.93202369475,46
visting,1.92816599997,37
quebec,1.92485664795,12
vegas,1.92485664795,12
turist,1.92485664795,12
schedul,1.92485664795,12
backpacking,1.92485664795,12
tajmahal,1.92485664795,12
visitng,1.92485664795,12
travled,1.92485664795,12
trave,1.92181911667,28
plases,1.90940598784,19
groupe,1.90940598784,19
traviling,1.90231646376,26
touristic,1.89240910375,54
map,1.89229392292,184
tourism,1.89136098309,61
mahal,1.87788761344,17
las,1.87788761344,17
taj,1.87788761344,17
vist,1.87788761344,17
leder,1.87409902671,10
buenos,1.87409902671,10
okinawa,1.87409902671,10
taveling,1.87409902671,10
dalian,1.87409902671,10
acapulco,1.87409902671,10
allowne,1.87409902671,10
grop,1.87409902671,10
visiting,1.87409902671,10
vatican,1.87409902671,10
sightsee,1.87409902671,10
gino,1.87409902671,10
alone,1.86932587282,2148
relaxing,1.86748425541,43
hotel,1.86332092242,534
hawaii,1.8411711777,58
groub,1.83751413728,15
grup,1.83751413728,15
itenary,1.83751413728,15
trevel,1.83751413728,15
guild,1.83751413728,15
accomodation,1.82504328215,32
palces,1.82504328215,32
landmark,1.80845689821,25
palace,1.80845689821,25
hk,1.79569158932,8
