term,sage,freq
community,1.92975036176,15702
comunities,1.92724211088,132
communites,1.92011562597,167
communties,1.90795909232,72
communitie,1.90795909232,72
upliftment,1.89583599677,56
charity,1.87976794579,185
donation,1.879764812,100
volunteer,1.87046003001,515
indifferent,1.86994761739,38
communitiy,1.86994761739,38
orphanage,1.86158072781,57
orphan,1.85480001647,32
communitis,1.84839119343,30
donate,1.84110420239,138
selfish,1.8410592165,413
communtiy,1.8410560834,28
selfishness,1.83633867621,62
communal,1.83257714467,26
charitable,1.83257714467,26
locality,1.83257714467,26
helping,1.83253405561,43
voluntary,1.830657219,126
comminities,1.810911433,22
unicef,1.810911433,22
nss,1.79675693444,20
communty,1.79675693444,20
individualism,1.79253709666,83
participation,1.78611077395,153
apathy,1.7793697387,18
communities,1.7793697387,18
needy,1.77459625253,86
hepling,1.75748356338,16
communuties,1.75748356338,16
amnesty,1.75748356338,16
engagement,1.75658151433,47
comunity,1.75160717887,167
homeless,1.75124351698,76
activeties,1.74645735652,25
voluntarily,1.74645735652,25
ngo,1.7412951956,34
neighborhood,1.73319517019,79
neighboors,1.72905714321,14
selfcentered,1.72905714321,14
afterschool,1.72905714321,14
giving,1.72905714321,14
altruism,1.72905714321,14
illiterate,1.72905714321,14
involvement,1.72742504799,95
neighbor,1.72445344233,156
commuinty,1.70661949884,21
unpaid,1.70661949884,21
slum,1.70661949884,21
welfare,1.7061883727,128
festival,1.70161296572,158
communiy,1.69055375031,12
egoism,1.69055375031,12
commmunity,1.69055375031,12
commnities,1.69055375031,12
commuinity,1.69055375031,12
generosity,1.69055375031,12
volenteer,1.69055375031,12
voluntiering,1.69055375031,12
communtity,1.69055375031,12
commmunities,1.69055375031,12
indifference,1.68010447916,19
scout,1.67533017722,26
solidarity,1.67533017722,26
younsters,1.67533017722,26
preoccupy,1.67533017722,26
tsunami,1.67082113145,40
egoistic,1.65415505554,31
rehabilitation,1.64695221799,17
comminity,1.64695221799,17
adoults,1.63518600687,10
selfless,1.63518600687,10
gujrat,1.63518600687,10
commnity,1.63518600687,10
eradicate,1.63518600687,10
realtion,1.63518600687,10
communitites,1.63518600687,10
volunterre,1.63518600687,10
kitty,1.63518600687,10
cip,1.63518600687,10
betterment,1.62996735543,98
societal,1.62337075998,22
litter,1.62337075998,22
parants,1.60420934363,15
devote,1.59491033322,316
organisation,1.58237983525,267
individualist,1.5799938789,25
camp,1.57992877644,96
disabled,1.57476232901,57
generous,1.57402484826,30
actively,1.56642300678,156
egotism,1.54763964768,8
asocial,1.54763964768,8
spoiled,1.54763964768,8
cummunity,1.54763964768,8
deliquency,1.54763964768,8
mendatory,1.54763964768,8
hesit,1.54763964768,8
individualized,1.54763964768,8
festibal,1.54763964768,8
uninterested,1.54763964768,8
altruistic,1.54763964768,8
indiviualism,1.54763964768,8
naming,1.54763964768,8
religous,1.54763964768,8
heping,1.54763964768,8
partecipation,1.54763964768,8
cv,1.54763964768,8
reluctance,1.54763964768,8
rul,1.54763964768,8
stricken,1.54763964768,8
moe,1.54763964768,8
petition,1.54763964768,8
volunteering,1.54763964768,8
retarded,1.54763964768,8
responcible,1.54763964768,8
comunitiy,1.54763964768,8
volounteers,1.54763964768,8
volounteer,1.54763964768,8
communicaties,1.54763964768,8
ramadan,1.54763964768,8
cracker,1.54763964768,8
yang,1.54763964768,8
underprivileged,1.54763964768,8
committed,1.54763964768,8
coummunity,1.54763964768,8
matt,1.54763964768,8
lotes,1.54763964768,8
engrossed,1.54763964768,8
empathy,1.54674440368,13
involvment,1.54674440368,13
workload,1.54674440368,13
hearted,1.54674440368,13
jeju,1.54674440368,13
council,1.54674440368,13
guard,1.54625842758,18
instill,1.54596065897,23
involved,1.53031391833,114
housework,1.51272967842,26
colony,1.51272967842,26
help,1.50558117552,15678
corruption,1.50473490878,21
spar,1.50473490878,21
shelter,1.50171299218,39
trash,1.50171299218,39
moral,1.50011781166,206
bussy,1.49139101794,16
greet,1.49139101794,16
implicate,1.49139101794,16
individualistic,1.49098538664,47
youngster,1.4872534249,715
pm,1.48631353081,29
neighbourhood,1.48440460182,42
participate,1.48308367638,626
busy,1.48215261668,938
association,1.47792147991,201
engage,1.46623711777,289
sympathy,1.46453710302,11
feast,1.46453710302,11
degradation,1.46453710302,11
cleanliness,1.46453710302,11
katrina,1.46453710302,11
honorable,1.46453710302,11
recycling,1.46453710302,11
predecessor,1.46453710302,11
ngos,1.45360180252,19
devoted,1.4492946545,27
organise,1.44840255743,149
youth,1.44466711212,1776
duty,1.44174878278,352
envolved,1.41785352622,14
parental,1.41785352622,14
plight,1.41785352622,14
cram,1.40903755377,63
protest,1.40805268221,44
corrupt,1.40547008799,25
reluctant,1.40215996513,66
church,1.39942295346,222
videogames,1.38965242636,39
playstation,1.38812805311,17
christian,1.38812805311,17
fund,1.38568602984,166
apartment,1.38481240585,75
caritative,1.37977139156,6
obon,1.37977139156,6
strees,1.37977139156,6
moo,1.37977139156,6
humanitary,1.37977139156,6
indivisualism,1.37977139156,6
devellop,1.37977139156,6
orkut,1.37977139156,6
bhagat,1.37977139156,6
yuth,1.37977139156,6
neighbours,1.37977139156,6
tution,1.37977139156,6
porn,1.37977139156,6
singh,1.37977139156,6
organising,1.37977139156,6
disinterest,1.37977139156,6
commuity,1.37977139156,6
halping,1.37977139156,6
cmmunities,1.37977139156,6
commuinities,1.37977139156,6
yester,1.37977139156,6
communuty,1.37977139156,6
ib,1.37977139156,6
firecracker,1.37977139156,6
unesco,1.37977139156,6
sara,1.37977139156,6
fundraising,1.37977139156,6
affiliation,1.37977139156,6
donor,1.37977139156,6
introvert,1.37977139156,6
chosun,1.37977139156,6
severly,1.37977139156,6
childcare,1.37977139156,6
neibours,1.37977139156,6
partizipate,1.37977139156,6
roh,1.37977139156,6
neibors,1.37977139156,6
juvenile,1.37977139156,6
communitues,1.37977139156,6
initiation,1.37977139156,6
preparatory,1.37977139156,6
forgotton,1.37977139156,6
appurtonity,1.37977139156,6
selfishly,1.37977139156,6
alumnus,1.37977139156,6
compitation,1.37977139156,6
cleen,1.37977139156,6
helpness,1.37977139156,6
negligence,1.37977139156,6
cips,1.37977139156,6
communitity,1.37977139156,6
eough,1.37977139156,6
mali,1.37977139156,6
countermovement,1.37977139156,6
municipal,1.37977139156,6
selficient,1.37977139156,6
cummunities,1.37977139156,6
outcast,1.37977139156,6
surpriesed,1.37977139156,6
apathetic,1.37977139156,6
communicates,1.37977139156,6
cellula,1.37977139156,6
sevices,1.37977139156,6
receve,1.37977139156,6
homes,1.37977139156,6
voluteer,1.37977139156,6
engourage,1.37977139156,6
trasit,1.37977139156,6
initiativity,1.37977139156,6
counsel,1.37977139156,6
occassionally,1.37977139156,6
volountaries,1.37977139156,6
craig,1.37977139156,6
organisations,1.37977139156,6
benevolence,1.37977139156,6
threi,1.37977139156,6
coltivate,1.37977139156,6
commnunity,1.37977139156,6
selflessly,1.37977139156,6
communial,1.37977139156,6
afforts,1.37977139156,6
alma,1.37977139156,6
rotary,1.37977139156,6
weeken,1.37977139156,6
hectic,1.37811632363,67
dedicate,1.37666205718,228
ministry,1.36759859649,20
compassion,1.36759859649,20
caring,1.36759859649,20
service,1.35873706568,1300
teresa,1.35259161074,23
themselfs,1.35259161074,23
neighbour,1.35248136495,116
enough,1.34848672541,4405
allocate,1.33672644418,46
detach,1.3334751076,9
imbibe,1.3334751076,9
hlep,1.3334751076,9
voter,1.3334751076,9
greenpeace,1.3334751076,9
cyber,1.3334751076,9
videogame,1.3334751076,9
unjust,1.3334751076,9
negligent,1.3334751076,9
preoccupied,1.3334751076,9
appreciable,1.3334751076,9
disadvantaged,1.3334751076,9
wellfare,1.3334751076,9
9th,1.3334751076,9
degrading,1.3334751076,9
govt,1.3334751076,9
preferance,1.3334751076,9
earthquake,1.33177024891,49
accuse,1.32487951932,32
eachother,1.31386830196,38
yough,1.31232036097,12
engaged,1.31232036097,12
commitee,1.31232036097,12
knit,1.31232036097,12
neiborhood,1.31232036097,12
citizenship,1.31232036097,12
humanitarian,1.31232036097,12
organization,1.30894176126,415
village,1.30633235548,195
nowadays,1.30126209106,3666
regional,1.30029132922,15
egoist,1.30029132922,15
engross,1.30029132922,15
celebration,1.30029132922,15
sunday,1.29326404333,59
anonymous,1.29254899671,18
absent,1.29254899671,18
