term,sage,freq
pollution,1.59661407573,2443
parking,1.59572728228,357
renewable,1.59190683555,110
wheeler,1.59077784469,106
transport,1.58834641534,2197
fuel,1.58621518582,1839
petrol,1.58479852201,685
commute,1.58424647572,141
traffic,1.57716566929,1645
twenty,1.57693905745,5571
jam,1.57586345251,508
metro,1.57506904011,242
gasoline,1.56574344574,309
petroleum,1.56507477452,482
tram,1.56499303418,58
emission,1.56288706333,124
congestion,1.56223598887,89
pollute,1.56074602499,415
car,1.5602058172,37041
gas,1.55928047413,213
greenhouse,1.55838988995,52
vehicle,1.55785438029,1054
pollutant,1.55583255907,50
polution,1.54959522836,129
oil,1.54872707122,2074
transportation,1.5476319801,2881
hydrogen,1.54678556645,231
fossil,1.5459299379,202
co2,1.54399849973,94
hybrid,1.54318214498,144
2026,1.54313144276,42
powered,1.54313144276,42
ozone,1.54229807473,92
petrolium,1.54052147455,90
deplete,1.53748040229,63
polluted,1.53254062844,82
trasportation,1.53171293186,59
ozon,1.52983157028,36
mrt,1.52983157028,36
rail,1.5250950878,55
underground,1.52446095655,137
tranport,1.52433276821,34
helicopter,1.52433276821,34
diesel,1.52151858973,133
tranportation,1.52140604482,53
reduction,1.51970295666,268
petroil,1.51813003332,32
trafic,1.51693721222,89
eco,1.51693721222,89
railway,1.51061153541,102
ga,1.5090467429,918
solar,1.50383398333,317
dioxide,1.5035481559,79
depletion,1.50345875712,62
transporter,1.50298847676,28
cab,1.50298847676,28
ply,1.50298847676,28
skyrocket,1.50298847676,28
subway,1.50155273115,411
automobile,1.5001456698,571
transit,1.49771193028,43
scarcity,1.49717966269,75
tramway,1.49361198471,26
commuter,1.49361198471,26
transportaion,1.49061686335,56
ecologist,1.48261188006,24
cng,1.48261188006,24
gazoline,1.48261188006,24
ecologic,1.48261188006,24
transportion,1.47719183644,37
usage,1.47150331745,716
hidrogen,1.46952121398,22
airway,1.46952121398,22
conveyance,1.46874194271,35
crude,1.46819435775,61
transpotation,1.45916659547,70
alternative,1.45661505213,846
sunlight,1.45416673874,44
transporting,1.45367210351,20
governaments,1.45367210351,20
commutation,1.45367210351,20
fule,1.45367210351,20
gasolin,1.45367210351,20
petrolum,1.45367210351,20
environmental,1.45232585867,588
pubblic,1.44916040153,66
alarming,1.44845101545,31
coal,1.44845101545,31
gaz,1.44600846479,42
circulate,1.44600846479,42
smog,1.43700732261,40
poluted,1.43407223455,18
sweden,1.43407223455,18
carburant,1.43407223455,18
air,1.43034475073,1307
metropolitan,1.42702406444,38
cars,1.42702406444,38
shortage,1.4229027197,118
overcrowding,1.40917465642,16
vehicules,1.40917465642,16
polluting,1.40917465642,16
enviornmental,1.40917465642,16
gulf,1.40917465642,16
convienient,1.40917465642,16
gus,1.40917465642,16
fewers,1.40917465642,16
ethanol,1.40917465642,16
monoxide,1.40917465642,16
warming,1.40673970358,240
populated,1.40520767915,25
vechiles,1.40520767915,25
fossile,1.40520767915,25
decrease,1.40345869524,2058
transporation,1.40337929079,34
trasport,1.40233054673,43
environmentalist,1.38922854788,32
viable,1.38922854788,32
bus,1.38783308728,1578
taipei,1.38545517215,23
bycicles,1.38545517215,23
carbon,1.38002074899,114
ecological,1.37775474156,80
substitute,1.37734564987,121
infrastructure,1.37650952286,96
goign,1.37641017981,14
tewnty,1.37641017981,14
popolation,1.37641017981,14
fewer,1.37641017981,14
locomotion,1.37641017981,14
futuristic,1.37641017981,14
moder,1.37641017981,14
contamination,1.37641017981,14
cityes,1.37641017981,14
twnty,1.37641017981,14
tranportations,1.37641017981,14
roadway,1.37641017981,14
poluting,1.37641017981,14
vehicals,1.37641017981,14
mode,1.37140186361,327
bicycle,1.37070489596,238
convinent,1.365491758,37
replace,1.36418440465,521
barrel,1.3616349833,21
commuting,1.3616349833,21
road,1.36162015203,1351
enviromental,1.35792490957,97
symbol,1.35790696664,219
population,1.35787114616,1515
reduce,1.35659993305,1523
public,1.35598120814,2519
maintenance,1.35447073821,28
driving,1.3484595539,160
train,1.34335611023,1625
layer,1.33364584168,96
emit,1.33345412134,61
replacement,1.33330435438,47
contaminate,1.3327712197,26
countries,1.3327712197,26
ownership,1.3327712197,26
outnumber,1.33229585834,19
dicrease,1.33229585834,19
fules,1.33229585834,19
friendly,1.33165317799,262
gasoil,1.33111641588,12
seater,1.33111641588,12
petrollium,1.33111641588,12
urbanisation,1.33111641588,12
petroul,1.33111641588,12
vehecles,1.33111641588,12
petroluem,1.33111641588,12
trasportations,1.33111641588,12
transrapid,1.33111641588,12
unaffordable,1.33111641588,12
overcrowded,1.31997375771,45
developping,1.31775058488,111
number,1.31728236301,5301
decline,1.31679020454,342
prediction,1.3149012337,64
affordable,1.31049719886,102
mobility,1.30934589515,121
environmentally,1.30711373005,24
meter,1.30711373005,24
exhaustion,1.30711373005,24
ressource,1.30711373005,24
reserve,1.30637925523,235
passenger,1.30532329202,43
delhi,1.30532329202,43
distance,1.29746034839,434
