term,sage,freq
specialize,1.80888725491,5142
specialization,1.80068684974,1374
broad,1.79399559362,7143
specialized,1.78605357905,995
generalist,1.78286315757,225
academic,1.76829477327,6869
specialisation,1.76800459775,237
specilization,1.76768549013,56
acadamic,1.76456093516,87
specialise,1.76240612447,347
specialist,1.74937354228,1070
braod,1.73125299096,34
specialised,1.73007690275,55
suject,1.71121775506,28
subject,1.70602935585,22870
acadmic,1.70376469819,43
sujects,1.70244197481,26
knowdledge,1.70244197481,26
acedemic,1.69667484541,88
specialistic,1.6921681477,24
knlowdge,1.6921681477,24
jack,1.67965668074,231
specilize,1.6742048787,48
interdisciplinary,1.6742048787,48
borad,1.65019131777,53
subjects,1.64714787526,18
enginner,1.64714787526,18
knowleges,1.64714787526,18
subjetcs,1.64714787526,18
specific,1.64266781826,6719
broadly,1.63749795635,71
mastery,1.63583819413,49
semister,1.62428426389,16
specialze,1.62428426389,16
academia,1.62428426389,16
breadth,1.62428426389,16
rounded,1.62355238835,36
subjets,1.62355238835,36
academician,1.61575957673,54
rounder,1.6155955225,25
cardiologist,1.6155955225,25
litterature,1.59883760651,50
academical,1.59883760651,50
arts,1.59795636382,32
elective,1.59694332926,23
postgraduate,1.59447360832,14
speacialize,1.59447360832,14
disciplinary,1.59447360832,14
speacializing,1.59447360832,14
polyvalent,1.59447360832,14
knowledge,1.5752465067,16682
subjuct,1.57454918254,21
overview,1.56995003245,92
sub,1.55978258752,58
branch,1.55794637753,194
talant,1.55386410406,12
knowledgeof,1.55386410406,12
jon,1.55386410406,12
undergraduated,1.55386410406,12
conoscence,1.55386410406,12
academis,1.55386410406,12
subects,1.55386410406,12
specilisation,1.55386410406,12
specalization,1.55386410406,12
speciallize,1.55386410406,12
kowledge,1.55221629481,49
knoeledge,1.547131993,19
specfic,1.54407317189,26
physicist,1.54231382764,33
excell,1.54116817907,40
subjet,1.53976603196,54
knoweldge,1.5285568236,52
astronomy,1.52582702052,38
konwledge,1.51975504431,24
discipline,1.51496613656,187
knowlede,1.51319335425,43
zoology,1.51272803309,17
specifc,1.51272803309,17
proffessional,1.51272803309,17
surgeon,1.51066757765,62
speciality,1.5103089146,107
specilized,1.50193228207,29
acadimic,1.50193228207,29
accademic,1.49751590902,41
knoledge,1.49699226098,146
indepth,1.49511091107,53
botanist,1.49490936042,10
chello,1.49490936042,10
trades,1.49490936042,10
apecific,1.49490936042,10
multidisciplinary,1.49490936042,10
specifict,1.49490936042,10
speciallized,1.49490936042,10
subjests,1.49490936042,10
generalistic,1.49490936042,10
oportuniti,1.49490936042,10
specipic,1.49490936042,10
specialism,1.49490936042,10
alesia,1.49490936042,10
devine,1.49490936042,10
doctorate,1.49490936042,10
knowkedge,1.49490936042,10
scholarly,1.49490936042,10
diversified,1.49066924295,22
knowlwdge,1.49066924295,22
biochemistry,1.49066924295,22
knowldege,1.48941095904,34
mathematician,1.4884194308,58
spesific,1.4884194308,58
knowlegde,1.485705197,207
master,1.48483243928,803
electronics,1.48433918507,99
engineering,1.47040398131,456
subjest,1.46813932418,15
cardiology,1.46813932418,15
knwledge,1.46813932418,15
spectrum,1.46269728584,54
broaden,1.45999499359,176
undergraduate,1.45848421926,203
histroy,1.45519997866,20
physician,1.45289662729,69
expert,1.45144314395,814
depth,1.45044677254,329
knowlege,1.44922820743,447
mathematic,1.44557627672,57
acdemic,1.4425429252,30
engeneering,1.43630844349,40
physics,1.4333273137,102
specify,1.43306252173,159
knowldge,1.43125129744,55
phd,1.42918909381,65
knowledg,1.41256198344,23
botany,1.41256198344,23
masters,1.41086067851,18
complexed,1.41086067851,18
microbiology,1.40769300647,13
consultant,1.40769300647,13
dinamic,1.40769300647,13
impartent,1.40769300647,13
doctoral,1.40769300647,13
perfectionist,1.39984600101,8
versatility,1.39984600101,8
speciallizing,1.39984600101,8
ingeneer,1.39984600101,8
enginering,1.39984600101,8
sucject,1.39984600101,8
subjuect,1.39984600101,8
languagues,1.39984600101,8
subjct,1.39984600101,8
epiphany,1.39984600101,8
midicine,1.39984600101,8
subfields,1.39984600101,8
subgect,1.39984600101,8
konowledge,1.39984600101,8
specalised,1.39984600101,8
exchanger,1.39984600101,8
subfects,1.39984600101,8
aristo,1.39984600101,8
spezialize,1.39984600101,8
specilizing,1.39984600101,8
specialising,1.39984600101,8
knozledge,1.39984600101,8
specalize,1.39984600101,8
complexe,1.39984600101,8
holmes,1.39984600101,8
specifi,1.39984600101,8
specizlized,1.39984600101,8
dessicion,1.39984600101,8
khowlege,1.39984600101,8
specialiation,1.39984600101,8
biologist,1.39685350815,46
interior,1.39419296577,41
sociology,1.39352538412,74
bachelor,1.38716549809,59
economics,1.3803658417,361
tht,1.37972319008,26
specialty,1.37972319008,26
accounting,1.37413012507,80
shallow,1.37103162817,57
astronaut,1.36997859467,21
knownledge,1.36997859467,21
knowedge,1.36997859467,21
journalist,1.36638709533,52
geography,1.36385375239,127
competent,1.36376529911,65
deepen,1.35364919772,42
communications,1.35355667489,16
narrow,1.3534788458,224
mathematics,1.35331405928,445
field,1.34933359179,4491
geology,1.34457672325,37
banking,1.34457672325,37
command,1.34215473343,58
chemist,1.3325065019,32
accountant,1.32575463562,48
confusion,1.32384694773,56
subjetc,1.31987528181,11
studies,1.31987528181,11
practitioner,1.31987528181,11
keio,1.31987528181,11
translator,1.31987528181,11
op,1.31987528181,11
gradute,1.31987528181,11
broading,1.31987528181,11
knowledged,1.31987528181,11
conversation,1.31933796628,327
fileds,1.31684774953,19
elephant,1.31684774953,19
wide,1.31644836412,974
specified,1.31564447777,27
specifical,1.31498019303,35
complement,1.31455389779,43
knowledege,1.31455389779,43
competence,1.31387082251,67
architect,1.31341039718,107
biology,1.30131719953,473
biotechnology,1.29670735713,30
choosen,1.29187801334,49
undergraduation,1.29038550558,22
architectural,1.29038550558,22
mba,1.28765188195,41
chemistry,1.2840776762,337
generic,1.28125510538,33
multi,1.27686545649,74
eduction,1.27582396701,14
subect,1.27582396701,14
neurology,1.27582396701,14
humanistic,1.27582396701,14
specefic,1.27582396701,14
sciences,1.27582396701,14
engineer,1.27510622113,530
graduation,1.27047785975,203
persue,1.26841134359,36
literature,1.26130877089,251
domain,1.25997329885,163
inter,1.25049767726,78
feild,1.24991058154,103
shakespeare,1.24816697845,17
majior,1.24816697845,17
knowladge,1.2450732434,56
hardware,1.24027927607,45
focussed,1.23327654375,48
stream,1.23022699887,79
diverse,1.22883699213,200
knowleadge,1.22710883511,51
molecular,1.22366051938,37
knowledgable,1.22366051938,37
diploma,1.21644979464,40
department,1.21624850556,281
deep,1.21130009684,754
finance,1.20451476548,226
speacialized,1.20427611425,6
mythology,1.20427611425,6
stastics,1.20427611425,6
douring,1.20427611425,6
klein,1.20427611425,6
sciense,1.20427611425,6
nowledge,1.20427611425,6
compatitiveness,1.20427611425,6
conservatory,1.20427611425,6
truffaut,1.20427611425,6
interdependency,1.20427611425,6
oversee,1.20427611425,6
acamedic,1.20427611425,6
specailized,1.20427611425,6
metallurgy,1.20427611425,6
sudjects,1.20427611425,6
argoments,1.20427611425,6
differenciates,1.20427611425,6
perticuler,1.20427611425,6
accountancy,1.20427611425,6
accuire,1.20427611425,6
spacializing,1.20427611425,6
specilist,1.20427611425,6
seafood,1.20427611425,6
spealize,1.20427611425,6
doctore,1.20427611425,6
acedamics,1.20427611425,6
specializa,1.20427611425,6
knowledeg,1.20427611425,6
mechanis,1.20427611425,6
takenaka,1.20427611425,6
dectective,1.20427611425,6
usful,1.20427611425,6
